created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,in_reply_to_screen_name,location
Thu Feb 08 11:00:21 +0000 2024,1755547105773707577,Tolong jangan antri baris ke arah selatan ya. Bisa2 buntutnya nyabet yg di GBK 😆  Timnas AMIN Sebut Tiket Kampanye Akbar JIS Diakses 15 Juta Pengunjung https://t.co/XiF2DIP81Y,0,0,0,4,in,1301052979852619777,1755547105773707577,MartinusButarb1,https://twitter.com/MartinusButarb1/status/1755547105773707577,,,
Thu Feb 08 08:21:18 +0000 2024,1755507081753567562,@CNNIndonesia Gimana 02 ga kelimpungan....disaat calon pengunjung jis bisa berlumpah ruah.... Disebelah malah lagi nyari pengunjung buat ke GBK ,0,0,0,0,in,1603653519839330304,1755506125020283149,BFbu88,https://twitter.com/BFbu88/status/1755507081753567562,,CNNIndonesia,"Jakarta Capital Region, Indone"
